entity,name,subcategory,type,first build,second build
Module,:ui-test-hilt-manifest,skipped,DurationMean,0,0
Module,:ui-test-hilt-manifest,skipped,DurationMedian,0.0,0.0
Module,:ui-test-hilt-manifest,skipped,DurationP90,0.0,0.0
Module,:ui-test-hilt-manifest,skipped,FingerprintingMean,0,0
Module,:ui-test-hilt-manifest,skipped,FingerprintingMedian,0.0,0.0
Module,:ui-test-hilt-manifest,skipped,FingerprintingP90,0.0,0.0
Module,:ui-test-hilt-manifest,avoided_from_local_cache,Duration,11,14
Module,:ui-test-hilt-manifest,avoided_from_local_cache,Counter,2,2
Module,:ui-test-hilt-manifest,avoided_from_local_cache,Fingerprinting,0,1
Module,:ui-test-hilt-manifest,avoided_from_local_cache,DurationMean,5,7
Module,:ui-test-hilt-manifest,avoided_from_local_cache,DurationMedian,6.0,7.0
Module,:ui-test-hilt-manifest,avoided_from_local_cache,DurationP90,8.0,7.0
Module,:ui-test-hilt-manifest,avoided_from_local_cache,FingerprintingMean,0,0
Module,:ui-test-hilt-manifest,avoided_from_local_cache,FingerprintingMedian,0.0,1.0
Module,:ui-test-hilt-manifest,avoided_from_local_cache,FingerprintingP90,0.0,1.0
Module,:core:analytics,executed_not_cacheable,Duration,2933,2628
Module,:core:analytics,executed_not_cacheable,Counter,12,12
Module,:core:analytics,executed_not_cacheable,Fingerprinting,197,55
Module,:core:analytics,executed_not_cacheable,DurationMean,244,219
Module,:core:analytics,executed_not_cacheable,DurationMedian,29.0,17.0
Module,:core:analytics,executed_not_cacheable,DurationP90,1575.0,1501.0
Module,:core:analytics,executed_not_cacheable,FingerprintingMean,16,4
Module,:core:analytics,executed_not_cacheable,FingerprintingMedian,1.0,1.0
Module,:core:analytics,executed_not_cacheable,FingerprintingP90,111.0,16.0
Module,:core:analytics,executed_cacheable,Duration,30992,20603
Module,:core:analytics,executed_cacheable,Counter,13,13
Module,:core:analytics,executed_cacheable,Fingerprinting,4614,3133
Module,:core:analytics,executed_cacheable,DurationMean,2384,1584
Module,:core:analytics,executed_cacheable,DurationMedian,1088.0,860.0
Module,:core:analytics,executed_cacheable,DurationP90,9183.0,5182.0
Module,:core:analytics,executed_cacheable,FingerprintingMean,354,241
Module,:core:analytics,executed_cacheable,FingerprintingMedian,45.0,12.0
Module,:core:analytics,executed_cacheable,FingerprintingP90,1179.0,1086.0
Module,:core:analytics,no-source,Duration,20,20
Module,:core:analytics,no-source,Counter,5,5
Module,:core:analytics,no-source,Fingerprinting,4,3
Module,:core:analytics,no-source,DurationMean,4,4
Module,:core:analytics,no-source,DurationMedian,1.0,1.0
Module,:core:analytics,no-source,DurationP90,10.0,11.0
Module,:core:analytics,no-source,FingerprintingMean,0,0
Module,:core:analytics,no-source,FingerprintingMedian,1.0,1.0
Module,:core:analytics,no-source,FingerprintingP90,2.0,1.0
Module,:core:analytics,lifecycle,Duration,3,2
Module,:core:analytics,lifecycle,Counter,5,5
Module,:core:analytics,lifecycle,Fingerprinting,0,0
Module,:core:analytics,lifecycle,DurationMean,0,0
Module,:core:analytics,lifecycle,DurationMedian,0.0,0.0
Module,:core:analytics,lifecycle,DurationP90,3.0,1.0
Module,:core:analytics,lifecycle,FingerprintingMean,0,0
Module,:core:analytics,lifecycle,FingerprintingMedian,0.0,0.0
Module,:core:analytics,lifecycle,FingerprintingP90,0.0,0.0
Module,:core:analytics,skipped,Duration,0,0
Module,:core:analytics,skipped,Counter,1,1
Module,:core:analytics,skipped,Fingerprinting,0,0
Module,:core:analytics,skipped,DurationMean,0,0
Module,:core:analytics,skipped,DurationMedian,0.0,0.0
Module,:core:analytics,skipped,DurationP90,0.0,0.0
Module,:core:analytics,skipped,FingerprintingMean,0,0
Module,:core:analytics,skipped,FingerprintingMedian,0.0,0.0
Module,:core:analytics,skipped,FingerprintingP90,0.0,0.0
Module,:core:analytics,avoided_from_local_cache,Duration,52,51
Module,:core:analytics,avoided_from_local_cache,Counter,6,6
Module,:core:analytics,avoided_from_local_cache,Fingerprinting,7,7
Module,:core:analytics,avoided_from_local_cache,DurationMean,8,8
Module,:core:analytics,avoided_from_local_cache,DurationMedian,4.0,6.0
Module,:core:analytics,avoided_from_local_cache,DurationP90,21.0,25.0
Module,:core:analytics,avoided_from_local_cache,FingerprintingMean,1,1
Module,:core:analytics,avoided_from_local_cache,FingerprintingMedian,1.0,1.0
Module,:core:analytics,avoided_from_local_cache,FingerprintingP90,4.0,3.0
Module,:core:common,executed_not_cacheable,Duration,245,458
Module,:core:common,executed_not_cacheable,Counter,6,6
Module,:core:common,executed_not_cacheable,Fingerprinting,17,16
Module,:core:common,executed_not_cacheable,DurationMean,40,76
Module,:core:common,executed_not_cacheable,DurationMedian,16.0,13.0
Module,:core:common,executed_not_cacheable,DurationP90,139.0,400.0
Module,:core:common,executed_not_cacheable,FingerprintingMean,2,2
Module,:core:common,executed_not_cacheable,FingerprintingMedian,2.0,1.0
Module,:core:common,executed_not_cacheable,FingerprintingP90,9.0,11.0
Module,:core:common,executed_cacheable,Duration,28685,18180
Module,:core:common,executed_cacheable,Counter,16,16
Module,:core:common,executed_cacheable,Fingerprinting,2755,1342
Module,:core:common,executed_cacheable,DurationMean,1792,1136
Module,:core:common,executed_cacheable,DurationMedian,226.0,119.0
Module,:core:common,executed_cacheable,DurationP90,8008.0,5041.0
Module,:core:common,executed_cacheable,FingerprintingMean,172,83
Module,:core:common,executed_cacheable,FingerprintingMedian,11.0,4.0
Module,:core:common,executed_cacheable,FingerprintingP90,841.0,402.0
Module,:core:common,no-source,Duration,21,5
Module,:core:common,no-source,Counter,2,2
Module,:core:common,no-source,Fingerprinting,1,0
Module,:core:common,no-source,DurationMean,10,2
Module,:core:common,no-source,DurationMedian,11.0,3.0
Module,:core:common,no-source,DurationP90,20.0,4.0
Module,:core:common,no-source,FingerprintingMean,0,0
Module,:core:common,no-source,FingerprintingMedian,1.0,0.0
Module,:core:common,no-source,FingerprintingP90,1.0,0.0
Module,:core:common,lifecycle,Duration,2,0
Module,:core:common,lifecycle,Counter,4,4
Module,:core:common,lifecycle,Fingerprinting,0,0
Module,:core:common,lifecycle,DurationMean,0,0
Module,:core:common,lifecycle,DurationMedian,1.0,0.0
Module,:core:common,lifecycle,DurationP90,1.0,0.0
Module,:core:common,lifecycle,FingerprintingMean,0,0
Module,:core:common,lifecycle,FingerprintingMedian,0.0,0.0
Module,:core:common,lifecycle,FingerprintingP90,0.0,0.0
Module,:core:common,skipped,Duration,0,0
Module,:core:common,skipped,Counter,1,1
Module,:core:common,skipped,Fingerprinting,0,0
Module,:core:common,skipped,DurationMean,0,0
Module,:core:common,skipped,DurationMedian,0.0,0.0
Module,:core:common,skipped,DurationP90,0.0,0.0
Module,:core:common,skipped,FingerprintingMean,0,0
Module,:core:common,skipped,FingerprintingMedian,0.0,0.0
Module,:core:common,skipped,FingerprintingP90,0.0,0.0
Module,:core:common,avoided_from_local_cache,Duration,33,28
Module,:core:common,avoided_from_local_cache,Counter,3,3
Module,:core:common,avoided_from_local_cache,Fingerprinting,3,1
Module,:core:common,avoided_from_local_cache,DurationMean,11,9
Module,:core:common,avoided_from_local_cache,DurationMedian,9.0,7.0
Module,:core:common,avoided_from_local_cache,DurationP90,16.0,18.0
Module,:core:common,avoided_from_local_cache,FingerprintingMean,1,0
Module,:core:common,avoided_from_local_cache,FingerprintingMedian,1.0,0.0
Module,:core:common,avoided_from_local_cache,FingerprintingP90,2.0,1.0
Module,:core:data,executed_not_cacheable,Duration,1335,879
Module,:core:data,executed_not_cacheable,Counter,13,13
Module,:core:data,executed_not_cacheable,Fingerprinting,113,43
Module,:core:data,executed_not_cacheable,DurationMean,102,67
Module,:core:data,executed_not_cacheable,DurationMedian,19.0,22.0
Module,:core:data,executed_not_cacheable,DurationP90,460.0,238.0
Module,:core:data,executed_not_cacheable,FingerprintingMean,8,3
Module,:core:data,executed_not_cacheable,FingerprintingMedian,2.0,2.0
Module,:core:data,executed_not_cacheable,FingerprintingP90,29.0,9.0
Module,:core:data,executed_cacheable,Duration,36865,25459
Module,:core:data,executed_cacheable,Counter,14,14
Module,:core:data,executed_cacheable,Fingerprinting,3571,2742
Module,:core:data,executed_cacheable,DurationMean,2633,1818
Module,:core:data,executed_cacheable,DurationMedian,1142.0,681.0
Module,:core:data,executed_cacheable,DurationP90,9406.0,6356.0
Module,:core:data,executed_cacheable,FingerprintingMean,255,195
Module,:core:data,executed_cacheable,FingerprintingMedian,22.0,13.0
Module,:core:data,executed_cacheable,FingerprintingP90,1663.0,1275.0
Module,:core:data,no-source,Duration,2,2
Module,:core:data,no-source,Counter,2,2
Module,:core:data,no-source,Fingerprinting,0,1
Module,:core:data,no-source,DurationMean,1,1
Module,:core:data,no-source,DurationMedian,1.0,1.0
Module,:core:data,no-source,DurationP90,1.0,1.0
Module,:core:data,no-source,FingerprintingMean,0,0
Module,:core:data,no-source,FingerprintingMedian,0.0,1.0
Module,:core:data,no-source,FingerprintingP90,0.0,1.0
Module,:core:data,lifecycle,Duration,0,1
Module,:core:data,lifecycle,Counter,5,5
Module,:core:data,lifecycle,Fingerprinting,0,0
Module,:core:data,lifecycle,DurationMean,0,0
Module,:core:data,lifecycle,DurationMedian,0.0,0.0
Module,:core:data,lifecycle,DurationP90,0.0,1.0
Module,:core:data,lifecycle,FingerprintingMean,0,0
Module,:core:data,lifecycle,FingerprintingMedian,0.0,0.0
Module,:core:data,lifecycle,FingerprintingP90,0.0,0.0
Module,:core:data,skipped,Duration,4,0
Module,:core:data,skipped,Counter,1,1
Module,:core:data,skipped,Fingerprinting,0,0
Module,:core:data,skipped,DurationMean,4,0
Module,:core:data,skipped,DurationMedian,4.0,0.0
Module,:core:data,skipped,DurationP90,4.0,0.0
Module,:core:data,skipped,FingerprintingMean,0,0
Module,:core:data,skipped,FingerprintingMedian,0.0,0.0
Module,:core:data,skipped,FingerprintingP90,0.0,0.0
Module,:core:data,avoided_from_local_cache,Duration,57,49
Module,:core:data,avoided_from_local_cache,Counter,7,7
Module,:core:data,avoided_from_local_cache,Fingerprinting,9,4
Module,:core:data,avoided_from_local_cache,DurationMean,8,7
Module,:core:data,avoided_from_local_cache,DurationMedian,5.0,8.0
Module,:core:data,avoided_from_local_cache,DurationP90,16.0,11.0
Module,:core:data,avoided_from_local_cache,FingerprintingMean,1,0
Module,:core:data,avoided_from_local_cache,FingerprintingMedian,1.0,1.0
Module,:core:data,avoided_from_local_cache,FingerprintingP90,5.0,1.0
Module,:core:database,executed_not_cacheable,Duration,87,95
Module,:core:database,executed_not_cacheable,Counter,5,5
Module,:core:database,executed_not_cacheable,Fingerprinting,6,6
Module,:core:database,executed_not_cacheable,DurationMean,17,19
Module,:core:database,executed_not_cacheable,DurationMedian,13.0,18.0
Module,:core:database,executed_not_cacheable,DurationP90,45.0,40.0
Module,:core:database,executed_not_cacheable,FingerprintingMean,1,1
Module,:core:database,executed_not_cacheable,FingerprintingMedian,1.0,1.0
Module,:core:database,executed_not_cacheable,FingerprintingP90,2.0,2.0
Module,:core:database,executed_cacheable,Duration,25560,17905
Module,:core:database,executed_cacheable,Counter,12,12
Module,:core:database,executed_cacheable,Fingerprinting,1234,1333
Module,:core:database,executed_cacheable,DurationMean,2130,1492
Module,:core:database,executed_cacheable,DurationMedian,219.0,121.0
Module,:core:database,executed_cacheable,DurationP90,12262.0,8172.0
Module,:core:database,executed_cacheable,FingerprintingMean,102,111
Module,:core:database,executed_cacheable,FingerprintingMedian,7.0,21.0
Module,:core:database,executed_cacheable,FingerprintingP90,712.0,580.0
Module,:core:database,no-source,Duration,28,25
Module,:core:database,no-source,Counter,7,7
Module,:core:database,no-source,Fingerprinting,6,5
Module,:core:database,no-source,DurationMean,4,3
Module,:core:database,no-source,DurationMedian,3.0,1.0
Module,:core:database,no-source,DurationP90,10.0,12.0
Module,:core:database,no-source,FingerprintingMean,0,0
Module,:core:database,no-source,FingerprintingMedian,1.0,1.0
Module,:core:database,no-source,FingerprintingP90,2.0,1.0
Module,:core:database,lifecycle,Duration,1,1
Module,:core:database,lifecycle,Counter,4,4
Module,:core:database,lifecycle,Fingerprinting,0,0
Module,:core:database,lifecycle,DurationMean,0,0
Module,:core:database,lifecycle,DurationMedian,0.0,0.0
Module,:core:database,lifecycle,DurationP90,1.0,1.0
Module,:core:database,lifecycle,FingerprintingMean,0,0
Module,:core:database,lifecycle,FingerprintingMedian,0.0,0.0
Module,:core:database,lifecycle,FingerprintingP90,0.0,0.0
Module,:core:database,skipped,Duration,0,0
Module,:core:database,skipped,Counter,1,1
Module,:core:database,skipped,Fingerprinting,0,0
Module,:core:database,skipped,DurationMean,0,0
Module,:core:database,skipped,DurationMedian,0.0,0.0
Module,:core:database,skipped,DurationP90,0.0,0.0
Module,:core:database,skipped,FingerprintingMean,0,0
Module,:core:database,skipped,FingerprintingMedian,0.0,0.0
Module,:core:database,skipped,FingerprintingP90,0.0,0.0
Module,:core:database,avoided_from_local_cache,Duration,51,23
Module,:core:database,avoided_from_local_cache,Counter,4,4
Module,:core:database,avoided_from_local_cache,Fingerprinting,7,5
Module,:core:database,avoided_from_local_cache,DurationMean,12,5
Module,:core:database,avoided_from_local_cache,DurationMedian,11.0,6.0
Module,:core:database,avoided_from_local_cache,DurationP90,24.0,9.0
Module,:core:database,avoided_from_local_cache,FingerprintingMean,1,1
Module,:core:database,avoided_from_local_cache,FingerprintingMedian,1.0,1.0
Module,:core:database,avoided_from_local_cache,FingerprintingP90,4.0,2.0
Module,:core:datastore,executed_not_cacheable,Duration,86,46
Module,:core:datastore,executed_not_cacheable,Counter,6,6
Module,:core:datastore,executed_not_cacheable,Fingerprinting,6,5
Module,:core:datastore,executed_not_cacheable,DurationMean,14,7
Module,:core:datastore,executed_not_cacheable,DurationMedian,9.0,9.0
Module,:core:datastore,executed_not_cacheable,DurationP90,44.0,11.0
Module,:core:datastore,executed_not_cacheable,FingerprintingMean,1,0
Module,:core:datastore,executed_not_cacheable,FingerprintingMedian,1.0,1.0
Module,:core:datastore,executed_not_cacheable,FingerprintingP90,2.0,1.0
Module,:core:datastore,executed_cacheable,Duration,19828,13610
Module,:core:datastore,executed_cacheable,Counter,13,13
Module,:core:datastore,executed_cacheable,Fingerprinting,665,374
Module,:core:datastore,executed_cacheable,DurationMean,1525,1046
Module,:core:datastore,executed_cacheable,DurationMedian,360.0,52.0
Module,:core:datastore,executed_cacheable,DurationP90,6720.0,4676.0
Module,:core:datastore,executed_cacheable,FingerprintingMean,51,28
Module,:core:datastore,executed_cacheable,FingerprintingMedian,9.0,8.0
Module,:core:datastore,executed_cacheable,FingerprintingP90,262.0,152.0
Module,:core:datastore,no-source,Duration,2,3
Module,:core:datastore,no-source,Counter,2,2
Module,:core:datastore,no-source,Fingerprinting,1,1
Module,:core:datastore,no-source,DurationMean,1,1
Module,:core:datastore,no-source,DurationMedian,1.0,2.0
Module,:core:datastore,no-source,DurationP90,1.0,2.0
Module,:core:datastore,no-source,FingerprintingMean,0,0
Module,:core:datastore,no-source,FingerprintingMedian,1.0,1.0
Module,:core:datastore,no-source,FingerprintingP90,1.0,1.0
Module,:core:datastore,lifecycle,Duration,2,0
Module,:core:datastore,lifecycle,Counter,4,4
Module,:core:datastore,lifecycle,Fingerprinting,0,0
Module,:core:datastore,lifecycle,DurationMean,0,0
Module,:core:datastore,lifecycle,DurationMedian,1.0,0.0
Module,:core:datastore,lifecycle,DurationP90,1.0,0.0
Module,:core:datastore,lifecycle,FingerprintingMean,0,0
Module,:core:datastore,lifecycle,FingerprintingMedian,0.0,0.0
Module,:core:datastore,lifecycle,FingerprintingP90,0.0,0.0
Module,:core:datastore,skipped,Duration,1,0
Module,:core:datastore,skipped,Counter,1,1
Module,:core:datastore,skipped,Fingerprinting,0,0
Module,:core:datastore,skipped,DurationMean,1,0
Module,:core:datastore,skipped,DurationMedian,1.0,0.0
Module,:core:datastore,skipped,DurationP90,1.0,0.0
Module,:core:datastore,skipped,FingerprintingMean,0,0
Module,:core:datastore,skipped,FingerprintingMedian,0.0,0.0
Module,:core:datastore,skipped,FingerprintingP90,0.0,0.0
Module,:core:datastore,avoided_from_local_cache,Duration,58,36
Module,:core:datastore,avoided_from_local_cache,Counter,6,6
Module,:core:datastore,avoided_from_local_cache,Fingerprinting,6,5
Module,:core:datastore,avoided_from_local_cache,DurationMean,9,6
Module,:core:datastore,avoided_from_local_cache,DurationMedian,8.0,5.0
Module,:core:datastore,avoided_from_local_cache,DurationP90,20.0,12.0
Module,:core:datastore,avoided_from_local_cache,FingerprintingMean,1,0
Module,:core:datastore,avoided_from_local_cache,FingerprintingMedian,1.0,1.0
Module,:core:datastore,avoided_from_local_cache,FingerprintingP90,2.0,1.0
Module,:core:datastore-proto,executed_not_cacheable,Duration,2789,289
Module,:core:datastore-proto,executed_not_cacheable,Counter,16,16
Module,:core:datastore-proto,executed_not_cacheable,Fingerprinting,20,21
Module,:core:datastore-proto,executed_not_cacheable,DurationMean,174,18
Module,:core:datastore-proto,executed_not_cacheable,DurationMedian,7.0,4.0
Module,:core:datastore-proto,executed_not_cacheable,DurationP90,1050.0,89.0
Module,:core:datastore-proto,executed_not_cacheable,FingerprintingMean,1,1
Module,:core:datastore-proto,executed_not_cacheable,FingerprintingMedian,1.0,1.0
Module,:core:datastore-proto,executed_not_cacheable,FingerprintingP90,4.0,5.0
Module,:core:datastore-proto,executed_cacheable,Duration,6616,5202
Module,:core:datastore-proto,executed_cacheable,Counter,7,7
Module,:core:datastore-proto,executed_cacheable,Fingerprinting,180,130
